original_file,annotation_file,segment_file,segment_path,segment_id,start_s,end_s,duration_s,label,crackles,wheezes,sample_rate,num_samples
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0000_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0000_normal.wav,0,0.264,1.736,1.4720181405895691,normal,0,0,44100,64916
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0001_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0001_normal.wav,1,1.736,3.293,1.556984126984127,normal,0,0,44100,68663
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0002_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0002_normal.wav,2,3.293,5.307,2.0140136054421767,normal,0,0,44100,88818
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0003_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0003_normal.wav,3,5.307,6.636,1.329002267573696,normal,0,0,44100,58609
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0004_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0004_normal.wav,4,6.636,8.036,1.4,normal,0,0,44100,61740
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0005_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0005_normal.wav,5,8.036,9.607,1.5709977324263038,normal,0,0,44100,69281
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0006_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0006_normal.wav,6,9.607,11.036,1.4290022675736962,normal,0,0,44100,63019
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0007_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0007_normal.wav,7,11.036,13.036,2.0,normal,0,0,44100,88200
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0008_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0008_normal.wav,8,13.036,14.664,1.627981859410431,normal,0,0,44100,71794
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0009_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0009_normal.wav,9,14.664,16.393,1.7290022675736962,normal,0,0,44100,76249
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0010_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0010_normal.wav,10,16.393,17.893,1.5,normal,0,0,44100,66150
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0011_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0011_normal.wav,11,17.893,19.593,1.7,normal,0,0,44100,74970
102_1b1_Ar_sc_Meditron.wav,102_1b1_Ar_sc_Meditron.txt,102_1b1_Ar_sc_Meditron_seg_0012_normal.wav,segments_wav\annotation\102_1b1_Ar_sc_Meditron_seg_0012_normal.wav,12,19.593,19.964,0.37099773242630385,normal,0,0,44100,16361
103_2b2_Ar_mc_LittC2SE.wav,103_2b2_Ar_mc_LittC2SE.txt,103_2b2_Ar_mc_LittC2SE_seg_0000_wheezes.wav,segments_wav\annotation\103_2b2_Ar_mc_LittC2SE_seg_0000_wheezes.wav,0,0.364,3.25,2.8860090702947847,wheezes,0,1,44100,127273
103_2b2_Ar_mc_LittC2SE.wav,103_2b2_Ar_mc_LittC2SE.txt,103_2b2_Ar_mc_LittC2SE_seg_0001_normal.wav,segments_wav\annotation\103_2b2_Ar_mc_LittC2SE_seg_0001_normal.wav,1,3.25,6.636,3.3860090702947847,normal,0,0,44100,149323
103_2b2_Ar_mc_LittC2SE.wav,103_2b2_Ar_mc_LittC2SE.txt,103_2b2_Ar_mc_LittC2SE_seg_0002_wheezes.wav,segments_wav\annotation\103_2b2_Ar_mc_LittC2SE_seg_0002_wheezes.wav,2,6.636,11.179,4.5429931972789115,wheezes,0,1,44100,200346
103_2b2_Ar_mc_LittC2SE.wav,103_2b2_Ar_mc_LittC2SE.txt,103_2b2_Ar_mc_LittC2SE_seg_0003_wheezes.wav,segments_wav\annotation\103_2b2_Ar_mc_LittC2SE_seg_0003_wheezes.wav,3,11.179,14.25,3.070997732426304,wheezes,0,1,44100,135431
103_2b2_Ar_mc_LittC2SE.wav,103_2b2_Ar_mc_LittC2SE.txt,103_2b2_Ar_mc_LittC2SE_seg_0004_wheezes.wav,segments_wav\annotation\103_2b2_Ar_mc_LittC2SE_seg_0004_wheezes.wav,4,14.25,16.993,2.7429931972789117,wheezes,0,1,44100,120966
103_2b2_Ar_mc_LittC2SE.wav,103_2b2_Ar_mc_LittC2SE.txt,103_2b2_Ar_mc_LittC2SE_seg_0005_normal.wav,segments_wav\annotation\103_2b2_Ar_mc_LittC2SE_seg_0005_normal.wav,5,16.993,19.979,2.986009070294785,normal,0,0,44100,131683
104_1b1_Al_sc_Litt3200.wav,104_1b1_Al_sc_Litt3200.txt,104_1b1_Al_sc_Litt3200_seg_0000_normal.wav,segments_wav\annotation\104_1b1_Al_sc_Litt3200_seg_0000_normal.wav,0,0.0,1.8771,1.877,normal,0,0,4000,7508
104_1b1_Al_sc_Litt3200.wav,104_1b1_Al_sc_Litt3200.txt,104_1b1_Al_sc_Litt3200_seg_0001_normal.wav,segments_wav\annotation\104_1b1_Al_sc_Litt3200_seg_0001_normal.wav,1,1.8771,3.7543,1.87725,normal,0,0,4000,7509
104_1b1_Al_sc_Litt3200.wav,104_1b1_Al_sc_Litt3200.txt,104_1b1_Al_sc_Litt3200_seg_0002_normal.wav,segments_wav\annotation\104_1b1_Al_sc_Litt3200_seg_0002_normal.wav,2,3.7543,6.1071,2.35275,normal,0,0,4000,9411
104_1b1_Al_sc_Litt3200.wav,104_1b1_Al_sc_Litt3200.txt,104_1b1_Al_sc_Litt3200_seg_0003_normal.wav,segments_wav\annotation\104_1b1_Al_sc_Litt3200_seg_0003_normal.wav,3,6.1071,8.2502,2.14325,normal,0,0,4000,8573
104_1b1_Al_sc_Litt3200.wav,104_1b1_Al_sc_Litt3200.txt,104_1b1_Al_sc_Litt3200_seg_0004_normal.wav,segments_wav\annotation\104_1b1_Al_sc_Litt3200_seg_0004_normal.wav,4,8.2502,12.618,4.36775,normal,0,0,4000,17471
104_1b1_Al_sc_Litt3200.wav,104_1b1_Al_sc_Litt3200.txt,104_1b1_Al_sc_Litt3200_seg_0005_normal.wav,segments_wav\annotation\104_1b1_Al_sc_Litt3200_seg_0005_normal.wav,5,12.618,15.856,3.238,normal,0,0,4000,12952
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0000_wheezes.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0000_wheezes.wav,0,0.0,0.54469,0.54475,wheezes,0,1,4000,2179
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0001_wheezes.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0001_wheezes.wav,1,0.54469,2.9628,2.418,wheezes,0,1,4000,9672
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0002_wheezes.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0002_wheezes.wav,2,2.9628,5.1085,2.14575,wheezes,0,1,4000,8583
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0003_wheezes.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0003_wheezes.wav,3,5.1085,7.2172,2.10875,wheezes,0,1,4000,8435
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0004_wheezes.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0004_wheezes.wav,4,7.2172,9.1442,1.927,wheezes,0,1,4000,7708
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0005_wheezes.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0005_wheezes.wav,5,9.1442,10.675,1.53075,wheezes,0,1,4000,6123
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0006_wheezes.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0006_wheezes.wav,6,10.675,12.371,1.696,wheezes,0,1,4000,6784
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0007_wheezes.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0007_wheezes.wav,7,12.371,14.381,2.01,wheezes,0,1,4000,8040
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0008_wheezes.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0008_wheezes.wav,8,14.381,16.535,2.154,wheezes,0,1,4000,8616
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0009_wheezes.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0009_wheezes.wav,9,16.535,19.048,2.513,wheezes,0,1,4000,10052
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0010_normal.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0010_normal.wav,10,19.048,22.176,3.128,normal,0,0,4000,12512
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0011_normal.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0011_normal.wav,11,22.176,22.951,0.775,normal,0,0,4000,3100
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0012_normal.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0012_normal.wav,12,22.951,24.664,1.713,normal,0,0,4000,6852
104_1b1_Ar_sc_Litt3200.wav,104_1b1_Ar_sc_Litt3200.txt,104_1b1_Ar_sc_Litt3200_seg_0013_normal.wav,segments_wav\annotation\104_1b1_Ar_sc_Litt3200_seg_0013_normal.wav,13,24.664,25.584,0.92,normal,0,0,4000,3680
104_1b1_Ll_sc_Litt3200.wav,104_1b1_Ll_sc_Litt3200.txt,104_1b1_Ll_sc_Litt3200_seg_0000_normal.wav,segments_wav\annotation\104_1b1_Ll_sc_Litt3200_seg_0000_normal.wav,0,0.94188,2.8018,1.85975,normal,0,0,4000,7439
104_1b1_Ll_sc_Litt3200.wav,104_1b1_Ll_sc_Litt3200.txt,104_1b1_Ll_sc_Litt3200_seg_0001_normal.wav,segments_wav\annotation\104_1b1_Ll_sc_Litt3200_seg_0001_normal.wav,1,2.8018,4.6915,1.88975,normal,0,0,4000,7559
104_1b1_Ll_sc_Litt3200.wav,104_1b1_Ll_sc_Litt3200.txt,104_1b1_Ll_sc_Litt3200_seg_0002_normal.wav,segments_wav\annotation\104_1b1_Ll_sc_Litt3200_seg_0002_normal.wav,2,4.6915,6.7065,2.015,normal,0,0,4000,8060
104_1b1_Ll_sc_Litt3200.wav,104_1b1_Ll_sc_Litt3200.txt,104_1b1_Ll_sc_Litt3200_seg_0003_normal.wav,segments_wav\annotation\104_1b1_Ll_sc_Litt3200_seg_0003_normal.wav,3,6.7065,8.8287,2.12225,normal,0,0,4000,8489
104_1b1_Ll_sc_Litt3200.wav,104_1b1_Ll_sc_Litt3200.txt,104_1b1_Ll_sc_Litt3200_seg_0004_crackles.wav,segments_wav\annotation\104_1b1_Ll_sc_Litt3200_seg_0004_crackles.wav,4,8.8287,10.396,1.56725,crackles,1,0,4000,6269
104_1b1_Ll_sc_Litt3200.wav,104_1b1_Ll_sc_Litt3200.txt,104_1b1_Ll_sc_Litt3200_seg_0005_normal.wav,segments_wav\annotation\104_1b1_Ll_sc_Litt3200_seg_0005_normal.wav,5,10.396,12.721,2.325,normal,0,0,4000,9300
104_1b1_Ll_sc_Litt3200.wav,104_1b1_Ll_sc_Litt3200.txt,104_1b1_Ll_sc_Litt3200_seg_0006_normal.wav,segments_wav\annotation\104_1b1_Ll_sc_Litt3200_seg_0006_normal.wav,6,12.721,18.48,5.759,normal,0,0,4000,23036
104_1b1_Lr_sc_Litt3200.wav,104_1b1_Lr_sc_Litt3200.txt,104_1b1_Lr_sc_Litt3200_seg_0000_normal.wav,segments_wav\annotation\104_1b1_Lr_sc_Litt3200_seg_0000_normal.wav,0,0.74635,2.6365,1.89025,normal,0,0,4000,7561
104_1b1_Lr_sc_Litt3200.wav,104_1b1_Lr_sc_Litt3200.txt,104_1b1_Lr_sc_Litt3200_seg_0001_normal.wav,segments_wav\annotation\104_1b1_Lr_sc_Litt3200_seg_0001_normal.wav,1,2.6365,4.2164,1.58,normal,0,0,4000,6320
104_1b1_Lr_sc_Litt3200.wav,104_1b1_Lr_sc_Litt3200.txt,104_1b1_Lr_sc_Litt3200_seg_0002_normal.wav,segments_wav\annotation\104_1b1_Lr_sc_Litt3200_seg_0002_normal.wav,2,4.2164,6.4167,2.20025,normal,0,0,4000,8801
104_1b1_Lr_sc_Litt3200.wav,104_1b1_Lr_sc_Litt3200.txt,104_1b1_Lr_sc_Litt3200_seg_0003_normal.wav,segments_wav\annotation\104_1b1_Lr_sc_Litt3200_seg_0003_normal.wav,3,6.4167,8.8302,2.4135,normal,0,0,4000,9654
104_1b1_Lr_sc_Litt3200.wav,104_1b1_Lr_sc_Litt3200.txt,104_1b1_Lr_sc_Litt3200_seg_0004_normal.wav,segments_wav\annotation\104_1b1_Lr_sc_Litt3200_seg_0004_normal.wav,4,8.8302,15.024,6.19375,normal,0,0,4000,24775
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0000_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0000_normal.wav,0,0.0,1.0665,1.0665,normal,0,0,4000,4266
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0001_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0001_normal.wav,1,1.0665,2.5256,1.459,normal,0,0,4000,5836
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0002_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0002_normal.wav,2,2.5256,4.7475,2.222,normal,0,0,4000,8888
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0003_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0003_normal.wav,3,4.7475,7.2102,2.46275,normal,0,0,4000,9851
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0004_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0004_normal.wav,4,7.2102,10.062,2.85175,normal,0,0,4000,11407
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0005_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0005_normal.wav,5,10.062,10.88,0.818,normal,0,0,4000,3272
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0006_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0006_normal.wav,6,10.88,11.632,0.752,normal,0,0,4000,3008
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0007_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0007_normal.wav,7,11.632,13.135,1.503,normal,0,0,4000,6012
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0008_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0008_normal.wav,8,13.135,16.165,3.03,normal,0,0,4000,12120
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0009_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0009_normal.wav,9,16.165,17.805,1.64,normal,0,0,4000,6560
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0010_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0010_normal.wav,10,17.805,20.212,2.407,normal,0,0,4000,9628
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0011_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0011_normal.wav,11,20.212,21.79,1.578,normal,0,0,4000,6312
104_1b1_Pl_sc_Litt3200.wav,104_1b1_Pl_sc_Litt3200.txt,104_1b1_Pl_sc_Litt3200_seg_0012_normal.wav,segments_wav\annotation\104_1b1_Pl_sc_Litt3200_seg_0012_normal.wav,12,21.79,22.96,1.17,normal,0,0,4000,4680
104_1b1_Pr_sc_Litt3200.wav,104_1b1_Pr_sc_Litt3200.txt,104_1b1_Pr_sc_Litt3200_seg_0000_normal.wav,segments_wav\annotation\104_1b1_Pr_sc_Litt3200_seg_0000_normal.wav,0,2.6828,5.7942,3.1115,normal,0,0,4000,12446
104_1b1_Pr_sc_Litt3200.wav,104_1b1_Pr_sc_Litt3200.txt,104_1b1_Pr_sc_Litt3200_seg_0001_normal.wav,segments_wav\annotation\104_1b1_Pr_sc_Litt3200_seg_0001_normal.wav,1,5.7942,7.8379,2.04375,normal,0,0,4000,8175
104_1b1_Pr_sc_Litt3200.wav,104_1b1_Pr_sc_Litt3200.txt,104_1b1_Pr_sc_Litt3200_seg_0002_normal.wav,segments_wav\annotation\104_1b1_Pr_sc_Litt3200_seg_0002_normal.wav,2,7.8379,10.199,2.361,normal,0,0,4000,9444
104_1b1_Pr_sc_Litt3200.wav,104_1b1_Pr_sc_Litt3200.txt,104_1b1_Pr_sc_Litt3200_seg_0003_normal.wav,segments_wav\annotation\104_1b1_Pr_sc_Litt3200_seg_0003_normal.wav,3,10.199,12.817,2.618,normal,0,0,4000,10472
104_1b1_Pr_sc_Litt3200.wav,104_1b1_Pr_sc_Litt3200.txt,104_1b1_Pr_sc_Litt3200_seg_0004_normal.wav,segments_wav\annotation\104_1b1_Pr_sc_Litt3200_seg_0004_normal.wav,4,12.817,15.006,2.189,normal,0,0,4000,8756
104_1b1_Pr_sc_Litt3200.wav,104_1b1_Pr_sc_Litt3200.txt,104_1b1_Pr_sc_Litt3200_seg_0005_normal.wav,segments_wav\annotation\104_1b1_Pr_sc_Litt3200_seg_0005_normal.wav,5,15.006,18.439,3.433,normal,0,0,4000,13732
104_1b1_Pr_sc_Litt3200.wav,104_1b1_Pr_sc_Litt3200.txt,104_1b1_Pr_sc_Litt3200_seg_0006_normal.wav,segments_wav\annotation\104_1b1_Pr_sc_Litt3200_seg_0006_normal.wav,6,18.439,19.633,1.194,normal,0,0,4000,4776
104_1b1_Pr_sc_Litt3200.wav,104_1b1_Pr_sc_Litt3200.txt,104_1b1_Pr_sc_Litt3200_seg_0007_normal.wav,segments_wav\annotation\104_1b1_Pr_sc_Litt3200_seg_0007_normal.wav,7,19.633,20.387,0.754,normal,0,0,4000,3016
104_1b1_Pr_sc_Litt3200.wav,104_1b1_Pr_sc_Litt3200.txt,104_1b1_Pr_sc_Litt3200_seg_0008_normal.wav,segments_wav\annotation\104_1b1_Pr_sc_Litt3200_seg_0008_normal.wav,8,20.387,22.209,1.822,normal,0,0,4000,7288
